eGRID2019 Plant file sequence number,Data Year,Plant state abbreviation,Plant name,DOE/EIA ORIS plant or facility code,Utility name,Utility ID,Plant county name,Plant latitude,Plant longitude,Number of units,Plant primary coal/oil/gas/ other fossil fuel category
SEQPLT19,YEAR,PSTATABB,PNAME,ORISPL,UTLSRVNM,UTLSRVID,CNTYNAME,LAT,LON,NUMUNT,PLFUELCT
10240,2019,TN,Millington Solar Farm,60560,"SR Millington, LLC",60334,Shelby,35.351533,-89.854725,1,SOLAR
10241,2019,TN,Mountain Home Energy Center,59809,Energy Systems Group LLC,58303,Washington,36.309609,-82.377504,3,GAS
10242,2019,TN,MTSU Power Co-Gen Plant,58179,Middle Tennessee State University,58100,Rutherford,35.851389,-86.365,6,GAS
10243,2019,TN,Mulberry Farm LLC,59184,Dominion Renewable Energy,58468,McNairy,35.131944,-88.586667,1,SOLAR
10244,2019,TN,Music City Community Solar,62468,Nashville Electric Service,13216,Davidson,36.248832,-86.746776,1,SOLAR
10245,2019,TN,Nickajack,3409,Tennessee Valley Authority,18642,Marion,35.0017,-85.6218,4,HYDRO
10246,2019,TN,Norris Dam,3411,Tennessee Valley Authority,18642,Anderson,36.2242,-84.0914,2,HYDRO
10247,2019,TN,Ocoee 1,3412,Tennessee Valley Authority,18642,Polk,35.0947,-84.6478,5,HYDRO
10248,2019,TN,Ocoee 2,3413,Tennessee Valley Authority,18642,Polk,35.082271,-84.49115,2,HYDRO
10249,2019,TN,Ocoee 3,3414,Tennessee Valley Authority,18642,Polk,35.075,-84.4833,1,HYDRO
10250,2019,TN,Old Hickory,3426,USCE-Nashville District,19462,Sumner,36.2972,-86.6556,4,HYDRO
10251,2019,TN,Opryland USA,55037,Gaylord Entertainment Co,32487,Davidson,36.211389,-86.694444,1,GAS
10252,2019,TN,Packaging Corporation of America,50296,Packaging Corp of America,14362,Hardin,35.0471,-88.2661,6,BIOMASS
10253,2019,TN,Pickwick Landing Dam,3415,Tennessee Valley Authority,18642,Hardin,35.0683,-88.2494,6,HYDRO
10254,2019,TN,Powell Valley,7883,Powell Valley Electric Coop,15293,Hancock,36.5748,-83.0321,11,OIL
10255,2019,TN,Providence Solar,60337,"Providence Solar Center, LLC",60125,Madison,35.578333,-89.047779,1,SOLAR
10256,2019,TN,Raccoon Mountain,6151,Tennessee Valley Authority,18642,Hamilton,35.055795,-85.387934,4,HYDRO
10257,2019,TN,Resolute Forest Products - Calhoun Ops,50956,Resolute Forest Products,23931,McMinn,35.2964,-84.7569,2,BIOMASS
10258,2019,TN,Selmer Farm LLC,59188,Dominion Renewable Energy,58468,McNairy,35.149722,-88.555278,1,SOLAR
10259,2019,TN,Selmer I,60555,"Selmer North Solar I, LLC",60331,McNairy,35.140556,-88.551111,1,SOLAR
10260,2019,TN,Selmer II,60556,"Selmer North Solar II, LLC",60332,McNairy,35.166111,-88.646667,1,SOLAR
10261,2019,TN,Sequoyah,6152,Tennessee Valley Authority,18642,Hamilton,35.2267,-85.0917,2,NUCLEAR
10262,2019,TN,Somerville Solar,62900,"Somerville Solar, LLC",62766,Fayette,35.22492,-89.35083,1,SOLAR
10263,2019,TN,South Holston,3416,Tennessee Valley Authority,18642,Sullivan,36.523174,-82.090213,1,HYDRO
10264,2019,TN,SR Innovation - NIKE PV,61332,"SR Innovation, LLC",60975,Shelby,35.300066,-89.962991,1,SOLAR
10265,2019,TN,SR Jonesborough,62173,"SR Jonesborough II, LLC",61691,Washington,36.252039,-82.520924,1,SOLAR
10266,2019,TN,Tate & Lyle Loudon Plant,63632,"Tate and Lyle Ingredients, LLC",63346,Loudon,35.735092,-84.319301,2,GAS
10267,2019,TN,Tims Ford,3417,Tennessee Valley Authority,18642,Franklin,35.1967,-86.2783,2,HYDRO
10268,2019,TN,University of Tennessee Steam Plant,55036,University of Tennessee,21466,Knox,35.949209,-83.926065,1,GAS
10269,2019,TN,Vanderbilt University Power Plant,52048,Vanderbilt University,19724,Davidson,36.145896,-86.803833,6,GAS
10270,2019,TN,Volkswagen Solar System,58401,SR Enterprise South LLC,58385,Hamilton,35.0975,-85.126944,1,SOLAR
10271,2019,TN,Watauga,3418,Tennessee Valley Authority,18642,Carter,36.3413,-82.1264,2,HYDRO
10272,2019,TN,Watts Bar Fossil,3419,Tennessee Valley Authority,18642,Rhea,35.6108,-84.7811,4,COAL
10273,2019,TN,Watts Bar Hydro,3420,Tennessee Valley Authority,18642,Rhea,35.619673,-84.785527,5,HYDRO
10274,2019,TN,Watts Bar Nuclear Plant,7722,Tennessee Valley Authority,18642,Rhea,35.6021,-84.7895,2,NUCLEAR
10275,2019,TN,West Camden,57409,WM Renewable Energy LLC,54842,Benton,36.057892,-88.141965,3,BIOMASS
10276,2019,TN,West Tennessee Solar Farm,58431,UT West Tennessee Solar Farm,58428,Haywood,35.408611,-89.3875,1,SOLAR
10277,2019,TN,Wilbur,3421,Tennessee Valley Authority,18642,Carter,36.341667,-82.126389,4,HYDRO
10278,2019,TN,Wildberry,62775,Wildberry Solar Center,62692,Fayette,35.058165,-89.368619,1,SOLAR
10279,2019,TN,Yum Yum Solar LLC,63026,Invenergy Services LLC,49893,Fayette,35.252463,-89.251357,1,SOLAR
10280,2019,TX,2W Permian Solar Project Hybrid,63255,"2W Permian Solar, LLC",63012,Andrews,32.116388,-102.528333,2,
10281,2019,TX,Abbott TP 3,3581,Guadalupe Blanco River Authority,7751,Guadalupe,29.593951,-98.040734,2,HYDRO
10282,2019,TX,Aeolus Wind Facility,56225,Aeolus Wind LLC,49903,Hansford,36.4725,-101.3278,1,WIND
10283,2019,TX,Air Liquide Bayport Complex,10298,Air Liquide Large Industries U S LP,327,Harris,29.6225,-95.0458,5,GAS
10284,2019,TX,Air Products Port Arthur,55309,Air Products LLC,56304,Jefferson,29.866497,-93.96515,4,GAS
10285,2019,TX,Alamo 6,59206,"BHE Renewables, LLC",59359,Pecos,30.993056,-102.270833,1,SOLAR
10286,2019,TX,Alira,63193,Luminant Generation Company LLC,55983,Andrews,32.347392,-102.9677,1,SOLAR
10287,2019,TX,Amadeus Wind Farm,62142,Amadeus Wind LLC,61683,Fisher,32.96736,-100.56428,1,WIND
10288,2019,TX,Amelia Energy Center,55465,Calpine Central LP,2338,Jefferson,30.0775,-94.234444,4,GAS
10289,2019,TX,Ameresco Dallas LLC,58946,Ameresco Dallas LLC,58811,Dallas,32.648611,-96.644444,3,BIOMASS
10290,2019,TX,Amistad Dam & Power,6128,International Bound & Wtr Comm,9339,Val Verde,29.449827,-101.06011,2,HYDRO
10291,2019,TX,"Anacacho Wind Farm, LLC",58000,RWE Renewables Americas LLC,56215,Kinney,29.234722,-100.209167,1,WIND
10292,2019,TX,Antelope Elk Energy Center,57865,"Golden Spread Electric Cooperative, Inc",7349,Hale,33.865,-101.843333,3,GAS
10293,2019,TX,Apex Bethel Energy Center,59048,Apex Bethel Energy Center,58881,Anderson,31.887778,-95.913333,2,GAS
10294,2019,TX,Aragorn Solar Project,63329,"SE Aragorn, LLC",63101,Culberson,31.75,-104.44,1,SOLAR
10295,2019,TX,Arlington Outlet Hydroelectric Generator,61355,Tarrant Regional Water District,60995,Tarrant,32.639069,-97.242906,1,HYDRO
10296,2019,TX,Ascend Performance Materials Texas Inc.,10418,Ascend Performance Materials,56488,Brazoria,29.2558,-95.2103,4,GAS
10297,2019,TX,Astra Wind Farm,60856,Astra Wind LLC,60515,Randall,34.769544,-102.052422,1,WIND
10298,2019,TX,Atascosita,55526,"TX LFG Energy, LP",56772,Harris,29.9522,-95.2422,5,BIOMASS
10299,2019,TX,Austin,3594,Lower Colorado River Authority,11269,Travis,30.293424,-97.784408,2,HYDRO
10300,2019,TX,Austin Gas Recovery,56524,WM Renewable Energy LLC,54842,Travis,30.3344,-97.6217,4,BIOMASS
10301,2019,TX,Aviator Wind,63209,"Aviator Wind, LLC",62993,Coke,31.79261,-100.69729,1,WIND
10302,2019,TX,Azure Sky Solar,63905,"Azure Sky Solar Project, LLC",63571,Haskell,32.998948,-99.5985,2,
10303,2019,TX,Bacliff Generating Station,60264,PHR Holdings LLC,60048,Galveston,29.49233,-94.98483,6,GAS
10304,2019,TX,Baffin Wind,57927,Avangrid Renewables LLC,15399,Kenedy,27.223056,-97.789167,1,WIND
10305,2019,TX,Bandera Electric Coop PV,61205,SoCore Energy LLC,60520,Real,29.681032,-99.762212,1,SOLAR
10306,2019,TX,Barilla Solar,58710,First Solar Asset Management,59745,Pecos,30.96,-103.35,1,SOLAR
10307,2019,TX,Barney M. Davis,4939,"Talen Texas, LLC",49979,Nueces,27.6064,-97.3117,3,GAS
10308,2019,TX,Barton Chapel Wind Farm,57156,Avangrid Renewables LLC,15399,Jack,33.06797,-98.337652,1,WIND
10309,2019,TX,BASF Freeport Works,55311,BASF Corporation,1182,Brazoria,29.002,-95.394,2,GAS
10310,2019,TX,Bastrop Clean Energy Center,55168,"Bastrop Energy Partners, LP",49768,Bastrop,30.1458,-97.55,2,GAS
10311,2019,TX,Baytown,55551,"TX LFG Energy, LP",56772,Chambers,29.6744,-94.9139,5,BIOMASS
10312,2019,TX,Baytown Energy Center,55327,Baytown Energy Center LLC,2838,Chambers,29.7731,-94.9019,3,GAS
10313,2019,TX,BayWa r.e Mozart LLC,58048,BayWa r.e Wind LLC,57421,Kent,32.969722,-100.524167,1,WIND
10314,2019,TX,Bearkat,59972,"Bearkat Wind Energy 1, LLC",63428,Glasscock,31.727237,-101.582,2,WIND
10315,2019,TX,Bearkat II Wind Energy LLC,63342,Exus North America Management Partners LLC,63081,Glasscock,31.754037,-101.67516,1,WIND
10316,2019,TX,Bethel Wind Farm LLC,60414,Southern Power Co,17650,Castro,34.575311,-102.474698,1,WIND
10317,2019,TX,Big Brown,3497,Luminant Generation Company LLC,55983,Freestone,31.8206,-96.0544,3,COAL
10318,2019,TX,Big Spring Wind Power Facility,54979,Terra-Gen Operating Co-Wind,2770,Howard,32.2075,-101.388333,1,WIND
10319,2019,TX,Blackhawk Station,55064,Borger Energy Associates LP,23913,Hutchinson,35.6957,-101.36,2,GAS
10320,2019,TX,Blackjack Creek Wind Farm,62783,RWE Renewables Americas LLC,56215,Bee,28.2078,-97.522673,1,WIND
10321,2019,TX,Blue Cloud Wind Energy LLC,60270,RWE Renewables Americas LLC,56215,Bailey,34.03821,-102.665242,1,WIND
10322,2019,TX,"Blue Summit II Wind, LLC",61970,"Blue Summit II Wind, LLC",61563,Wilbarger,34.225882,-99.477986,1,WIND
10323,2019,TX,Blue Summit III Wind,62566,"Blue Summit III Wind, LLC",62063,Hardeman,34.170488,-99.563436,1,WIND
10324,2019,TX,"Blue Summit Storage, LLC",60690,"Blue Summit Storage, LLC",60409,Wilbarger,34.299,-99.399,1,OTHF
10325,2019,TX,Blue Summit Wind LLC,58372,Blue Summit Wind LLC,58360,Wilbarger,34.29,-99.364722,1,WIND
10326,2019,TX,Blue Wing Solar Energy Generation,57197,TX Solar I LLC,56565,Bexar,29.304177,-98.400339,1,SOLAR
10327,2019,TX,Bluebell Solar,60789,"Bluebell Solar, LLC",60476,Sterling,31.87,-100.828,1,SOLAR
10328,2019,TX,Bluebell Solar II,63351,"Bluebell Solar II, LLC",63116,Sterling,31.888,-100.825,1,SOLAR
10329,2019,TX,Bluebonnet,55552,"TX LFG Energy, LP",56772,Harris,29.8108,-95.2539,4,BIOMASS
10330,2019,TX,BMP Wind (TX),62809,BMP Wind LLC,62659,Callahan,32.28938,-99.291596,1,WIND
10331,2019,TX,Bobcat Bluff Wind Project LLC,57974,"EDF Renewable Asset Holdings, Inc.",57170,Archer,33.493056,-98.581944,1,WIND
10332,2019,TX,Borger Plant,50067,Sid Richardson Carbon Ltd,17145,Hutchinson,35.6647,-101.4354,2,OFSL
10333,2019,TX,Bosque County Power Plant,55172,Calpine Bosque Energy Center LLC,55899,Bosque,31.8594,-97.3586,3,GAS
10334,2019,TX,Bovine,61867,Cypress Creek Renewables,61060,Austin,29.631324,-96.076894,1,SOLAR
10335,2019,TX,BP Chemicals Green Lake Plant,50404,INEOS Nitriles Greenlake,54837,Calhoun,28.5707,-96.8333,2,OTHF
10336,2019,TX,Brandon Station,7131,City of Lubbock - (TX),11292,Lubbock,33.585257,-101.886093,1,GAS
10337,2019,TX,"Brazos Valley Energy, LP",55357,Brazos Valley Energy,2171,Fort Bend,29.4731,-95.6244,2,GAS
10338,2019,TX,Brazos Wind Farm,56111,Shell Wind Energy Inc.,17058,Scurry,32.94793,-101.147784,1,WIND
10339,2019,TX,Briar Creek Solar 1,63769,"Lightsource Renewable Energy Asset Management, LLC",62842,Navarro,32.067483,-96.585136,1,SOLAR
10340,2019,TX,Bridgeport Gas Processing Plant,55053,"EnLink Midstream Services, LLC",59366,Wise,33.195763,-97.802547,17,GAS
10341,2019,TX,Brightside,63223,Luminant Generation Company LLC,55983,Bee,28.430988,-97.889555,1,SOLAR
10342,2019,TX,Briscoe Wind Farm,59734,Capital Dynamics,59503,Briscoe,34.432267,-101.237233,1,WIND
10343,2019,TX,Brisket Wind (8) LLC,56838,GlidePath Power Operations LLC,61728,Moore,36.0075,-101.8614,1,WIND
10344,2019,TX,Bronson,61868,Cypress Creek Renewables,61060,Fort Bend,29.537482,-95.969548,1,SOLAR
10345,2019,TX,Bruennings Breeze Wind Farm,59066,RWE Renewables Americas LLC,56215,Willacy,26.522222,-97.691111,1,WIND
10346,2019,TX,Bryan (TX),3561,City of Bryan - (TX),2442,Brazos,30.64741,-96.372316,5,GAS
10347,2019,TX,"Bryan Solar, LLC",58488,"NVT LICENSES, LLC",58473,Presidio,29.6,-104.3,1,SOLAR
10348,2019,TX,Buchanan Dam (TX),3595,Lower Colorado River Authority,11269,Llano,30.7507,-98.4176,3,HYDRO
10349,2019,TX,Buckthorn Westex,60044,"Buckthorn Westex, LLC",59777,Pecos,30.57552,-102.551292,1,SOLAR
10350,2019,TX,Buckthorn Wind Project,60983,"Buckthorn Wind Project, LLC",60617,Erath,32.371306,-98.377389,1,WIND
10351,2019,TX,Buenos Aires Phase 1,62803,Buenos Aires Windpower LLC,62713,Hidalgo,26.64948,-98.123841,1,WIND
10352,2019,TX,Buffalo Gap 2 Wind Farm,56484,AES Wind Generation Inc,19740,Nolan,32.318221,-100.176986,1,WIND
10353,2019,TX,Buffalo Gap 3 Wind Farm,56638,AES Wind Generation Inc,19740,Nolan,32.2878,-100.1,1,WIND
10354,2019,TX,Buffalo Gap Wind Farm,56240,AES Wind Generation Inc,19740,Taylor,32.311556,-100.061589,1,WIND
10355,2019,TX,Bull Creek Wind,56956,Bull Creek Wind LLC,56222,Borden,32.929014,-101.578617,1,WIND
10356,2019,TX,C E Newman,3574,City of Garland - (TX),6958,Dallas,32.9125,-96.6231,5,GAS
10357,2019,TX,C. R. Wing Cogeneration Plant,52176,"BHER Power Resources, Inc",15300,Howard,32.273178,-101.422386,2,GAS
10358,2019,TX,Cactus Flats Wind Energy Project,61001,Southern Power Co,17650,Concho,31.112474,-100.028142,1,WIND
10359,2019,TX,Callahan Divide Wind Energy Center,56270,"FPL Energy Callahan Wind, LLC",50012,Taylor,32.303889,-100.021667,1,WIND
10360,2019,TX,Calpine Hidalgo Energy Center,7762,Calpine Corp - Hidalgo,2934,Hidalgo,26.34172,-98.175759,2,GAS
10361,2019,TX,Cameron Wind 1 LLC,59118,Cameron Wind 1 LLC,58939,Cameron,26.195278,-97.466111,1,WIND
10362,2019,TX,"Canadian Breaks, LLC",63030,RWE Renewables Americas LLC,56215,Deaf Smith,35.200164,-102.315517,1,WIND
10363,2019,TX,Canyon,791,Guadalupe Blanco River Authority,7751,Comal,29.87056,-98.194733,2,HYDRO
10364,2019,TX,"Canyon Wind Project, LLC",60271,"Tri Global Energy, LLC",59056,Scurry,32.631073,-101.008494,1,WIND
10365,2019,TX,Capricorn Ridge Wind LLC,56763,Capricorn Ridge Wind LLC,55958,Sterling,31.951958,-101.018936,4,WIND
10366,2019,TX,Carbon Capture Plant,58378,Petra Nova Power I LLC,58365,Fort Bend,29.475278,-95.634167,1,GAS
10367,2019,TX,Cascade Solar (TX),61875,Cypress Creek Renewables,61060,Wharton,29.205355,-96.023384,1,SOLAR
10368,2019,TX,Castle Gap Solar Hybrid,60123,Upton County Solar 2 LLC,61123,Upton,31.255,-102.272,2,SOLAR
10369,2019,TX,CED Crane Solar,63519,Consolidated Edison Development Inc.,56769,Crane,31.254361,-102.31165,1,SOLAR
10370,2019,TX,Cedar Bayou,3460,NRG Texas Power LLC,54888,Chambers,29.75,-94.9256,2,GAS
10371,2019,TX,Cedar Bayou 4,56806,NRG Cedar Bayou Development Company LLC,56020,Chambers,29.751645,-94.92312,2,GAS
10372,2019,TX,Cedro Hill Wind LLC,57260,NRG Energy Gas & Wind Holdings Inc,59883,Webb,27.576111,-98.905278,1,WIND
10373,2019,TX,Celanese,7678,Southwestern Public Service Co,17718,Gray,35.423611,-100.840555,2,
10374,2019,TX,Central Utility Plant,10184,"Silicon Hills Campus, LLC",62903,Travis,30.397351,-97.842586,3,GAS
10375,2019,TX,Central Utility Plant - Texas A&M,58151,"Texas A&M, Utilities & Energy Services",58113,Brazos,30.617778,-96.343333,3,GAS
10376,2019,TX,CFB Power Plant,56708,Formosa Plastics Corp,6541,Calhoun,28.650278,-96.539722,2,GAS
10377,2019,TX,"Chamon Power, LLC",60460,"Peaker Power, LLC",61199,Harris,29.883214,-95.111345,2,GAS
10378,2019,TX,Champion Wind Farm LLC,56592,RWE Renewables Americas LLC,56215,Nolan,32.3983,-100.6481,1,WIND
10379,2019,TX,Changing Winds,59243,Invenergy Services LLC,49893,Castro,34.511944,-102.051944,1,WIND
10380,2019,TX,Channel Energy Center,55299,Channel Energy Center LLC,3370,Harris,29.7189,-95.2319,3,OFSL
10381,2019,TX,Channelview Cogeneration Facility,55187,EIF Channelview Cogeneration LLC,56380,Harris,29.836952,-95.121744,4,GAS
10382,2019,TX,Chapman Ranch Wind I,59193,Chapman Ranch Wind LLC,58998,Nueces,27.5925,-97.500833,1,WIND
10383,2019,TX,Chisholm Grid Energy Storage System,63737,"Astral Electricity, LLC",63430,Tarrant,32.904444,-97.386111,1,OTHF
10384,2019,TX,Chisum,61810,Cypress Creek Renewables,61060,Lamar,33.63291,-95.39071,1,SOLAR
10385,2019,TX,Cirrus Wind 1 LLC,58162,Cirrus Wind 1 LLC,58134,Lynn,33.033056,-101.6875,1,WIND
10386,2019,TX,Clear Springs Energy Center,59615,Navasota Energy Generation Holdings,59357,Guadalupe,29.650556,-98.012222,3,GAS
10387,2019,TX,Coastal Plains,55554,"TX LFG Energy, LP",56772,Galveston,29.427503,-95.187642,4,BIOMASS
10388,2019,TX,"Colbeck's Corner, LLC",59068,RWE Renewables Americas LLC,56215,Carson,35.254184,-101.186622,1,WIND
10389,2019,TX,Coleto Creek,6178,Coleto Creek Power LP,56570,Goliad,28.7128,-97.214167,1,COAL
10390,2019,TX,Colorado Bend Energy Center,56350,CER Colorado Bend Energy Partners LP,56765,Wharton,29.2878,-96.0683,4,GAS
10391,2019,TX,Colorado Bend II,60122,Exelon Power,6035,Wharton,29.289415,-96.065399,2,GAS
10392,2019,TX,Comanche Peak,6145,Luminant Generation Company LLC,55983,Somervell,32.298365,-97.785515,2,NUCLEAR
10393,2019,TX,Commerce ESS,62609,City of San Antonio - (TX),16604,Bexar,29.43445,-98.61765,1,OTHF
10394,2019,TX,Commerce Solar,62610,City of San Antonio - (TX),16604,Bexar,29.43445,-98.61765,1,SOLAR
10395,2019,TX,"Cone Renewable Energy Project, LLC",60272,"Tri Global Energy, LLC",59056,Crosby,33.8093,-101.342405,1,WIND
10396,2019,TX,Coniglio Solar,62772,BT Coniglio Solar LLC,62680,Fannin,33.404486,-96.082472,1,SOLAR
10397,2019,TX,Conroe,55555,"TX LFG Energy, LP",56772,Montgomery,30.3375,-95.4108,3,BIOMASS
10398,2019,TX,Copper Station,9,El Paso Electric Co,5701,El Paso,31.7569,-106.375,1,GAS
10399,2019,TX,Corpus Christi,50475,Equistar Chemicals LP,5065,Nueces,27.811083,-97.595813,1,GAS
10400,2019,TX,Corpus Christi Energy Center,55206,Corpus Christi Cogeneration LLC,4383,Nueces,27.8139,-97.4283,2,GAS
10401,2019,TX,Corpus Refinery,50026,Flint Hills Resources Corpus Christi LLC,6426,Nueces,27.8322,-97.5281,1,GAS
10402,2019,TX,CoServ Community Solar Station,60427,CoServ Electric,60228,Denton,33.2706,-96.979168,1,SOLAR
10403,2019,TX,Cotton Plains Wind Farm,60210,"Cotton Plains Wind I, LLC",59979,Floyd,34.060333,-101.187628,1,WIND
10404,2019,TX,Cottonwood Energy Project,55358,Cottonwood Energy Co LP,4405,Newton,30.2588,-93.7353,4,GAS
10405,2019,TX,Covel Gardens Gas Recovery,56864,EDL Inc,55858,Bexar,29.3467,-98.6536,6,BIOMASS
10406,2019,TX,Coyote Wind LLC,63655,"EDF Renewable Asset Holdings, Inc.",57170,Scurry,32.84879,-100.866458,1,WIND
10407,2019,TX,CPS 1 Community Solar,60472,Clean Energy Collective LLC,58519,Bexar,29.377966,-98.26922,1,SOLAR
